4FGL-DR4,source_type,glat,glon,significance,r95,Ep,Fp,d,diffuse,p_pulsar
4FGL J1230.8+1223,rdg-bll,74.490,283.803,46.983,0.021,1.055,3.496,0.072,-0.404,0.011
4FGL J1230.9+3711,bll-bll,79.052,144.914,4.456,0.113,0.100,0.019,0.045,-0.652,0.005
4FGL J1231.1-1412,msp,48.379,295.534,188.009,0.010,1.659,1399.344,0.867,-0.063,0.978
4FGL J1231.3+3353,unid-bll,81.969,154.255,5.042,0.065,18.283,0.004,0.215,-0.597,0.006
4FGL J1231.5+1421,bll-bll,76.407,281.955,13.816,0.038,1000.000,0.648,-0.049,-0.302,0.006
4FGL J1231.6+6415,bll-bll,52.738,126.487,17.027,0.031,16.830,0.093,0.092,-0.597,0.006
4FGL J1231.6-5116,psr,11.483,299.774,30.353,0.046,0.565,12.559,1.316,0.324,0.973
4FGL J1231.6-6511,psr,-2.402,300.859,20.141,0.058,0.910,10.686,0.947,1.109,0.996
4FGL J1231.7+2847,bll-bll,85.344,190.861,53.170,0.015,2.527,4.018,0.038,-0.572,0.006
4FGL J1231.7-6653,unid-pulsar,-4.097,301.000,5.132,0.282,0.273,2.638,1.497,0.682,0.570
4FGL J1231.8-0450,unid-bll,57.675,293.797,4.342,0.081,1000.000,4.105,-0.100,-0.208,0.013
4FGL J1232.5+4821,fsrq-fsrq,68.460,131.513,18.082,0.042,0.100,1.003,0.060,-0.639,0.005
4FGL J1232.5-3720,bcu-bll,25.379,298.785,19.846,0.030,19.337,0.232,0.077,-0.076,0.008
4FGL J1233.0+1333,unid-fsrq,75.764,284.450,12.836,0.075,0.203,0.745,0.308,-0.310,0.004
4FGL J1233.1+1703,bll-bll,79.076,279.189,8.989,0.072,5.323,0.062,1.274,-0.336,0.001
4FGL J1233.6+5027,bll-bll,66.422,130.024,12.506,0.156,0.123,0.101,0.136,-0.655,0.004
4FGL J1233.7-0144,bll-bll,60.816,293.831,27.825,0.027,0.430,1.064,0.037,-0.248,0.001
4FGL J1234.0-5735,bcu-bll,5.197,300.598,32.303,0.018,5.169,3.643,0.206,0.841,0.010
4FGL J1234.2+2813,bll-bll,86.044,195.734,4.759,0.064,18.823,0.040,1.984,-0.629,0.003
4FGL J1234.5-7055,unid-pulsar,-8.099,301.540,4.280,0.274,0.450,0.568,1.201,0.562,0.916
4FGL J1234.7-0434,bcu-bll,58.050,295.057,6.440,0.076,0.447,0.016,0.005,-0.223,0.005
4FGL J1235.1-1405,bll-bll,48.594,296.966,7.344,0.047,26.653,0.065,0.922,-0.076,0.008
4FGL J1235.9+1136,unid-bll,74.054,288.984,4.421,0.173,2.074,0.016,0.558,-0.265,0.004
4FGL J1236.3+3858,bll-bll,77.736,136.856,13.174,0.041,0.100,0.041,-0.003,-0.631,0.005
4FGL J1236.9-7232,rdg-fsrq,-9.693,301.830,7.795,0.092,0.408,0.154,0.318,0.323,0.015
4FGL J1237.0+3019,bll-bll,85.508,166.822,5.024,0.038,34.832,0.022,0.638,-0.645,0.007
4FGL J1237.8+6256,bll-bll,54.124,125.573,7.532,0.068,34.566,0.008,0.066,-0.696,0.007
4FGL J1238.1-4541,bll-bll,17.123,300.510,13.902,0.042,0.331,0.372,0.139,0.139,0.002
4FGL J1238.3-1959,bll-bll,42.771,298.750,23.374,0.033,1.617,0.620,0.225,-0.103,0.002
4FGL J1238.5-1201,fsrq-fsrq,50.718,297.932,20.270,0.111,0.100,6.521,0.295,-0.079,0.004
4FGL J1239.4+0728,bll-bll,70.138,294.154,12.346,0.042,1.170,0.162,0.361,-0.375,0.011
4FGL J1239.5+0443,fsrq-fsrq,67.421,295.192,106.846,0.015,0.197,247.851,0.237,-0.308,0.005
4FGL J1239.5+4134,bll-bll,75.356,131.741,5.293,0.051,33.607,0.010,0.477,-0.576,0.006
4FGL J1239.7-3455,unid-bll,27.883,300.216,5.148,0.109,0.100,0.771,-0.026,-0.037,0.005
4FGL J1240.1-6846,bcu-bll,-5.924,301.909,12.865,0.062,0.494,0.523,0.229,0.520,0.060
4FGL J1240.4-2606,bcu-bll,36.691,299.854,7.383,0.088,0.950,0.067,0.376,-0.020,0.009
4FGL J1240.4-7148,bcu-bll,-8.962,302.065,20.940,0.024,30.993,0.789,0.097,0.410,0.012
4FGL J1240.8-2918,unid-fsrq,33.500,300.172,7.547,0.065,0.100,2.789,-0.100,-0.012,0.003
4FGL J1241.3+4236,bcu-bll,74.387,129.834,7.362,0.140,0.100,0.327,0.016,-0.513,0.007
4FGL J1241.5+3439,bll-bll,82.188,137.990,9.127,0.076,1000.000,0.028,-0.001,-0.617,0.008
4FGL J1241.6+3844,bcu-bll,78.204,132.266,4.272,0.179,1.945,0.006,0.450,-0.578,0.006
4FGL J1241.8-1456,bll-bll,47.869,299.461,16.012,0.032,6.144,0.267,0.418,-0.117,0.004
4FGL J1241.9+0636,bll-bll,69.352,296.245,6.272,0.062,10.953,0.048,1.968,-0.339,0.002
4FGL J1241.9-6706,unid-bll,-4.248,302.012,4.494,0.058,0.820,0.054,0.251,0.611,0.013
4FGL J1242.6+3236,unid-bll,84.199,141.649,4.481,0.061,71.778,0.018,0.454,-0.604,0.007
4FGL J1242.6+7635,bll-bll,40.531,123.601,4.750,0.060,15.594,0.005,0.265,-0.399,0.005
4FGL J1242.9+7315,bll-bll,43.853,123.776,12.311,0.037,1000.000,0.036,0.015,-0.524,0.005
4FGL J1243.0+3950,bcu-fsrq,77.176,130.194,6.197,0.133,0.100,0.889,0.248,-0.621,0.004
4FGL J1243.1-5500,unid-bll,7.845,301.730,6.545,0.045,1000.000,0.146,0.047,0.577,0.006
4FGL J1243.1-6754,unid-pulsar,-5.044,302.152,4.939,0.200,0.417,0.657,1.041,0.659,0.787
4FGL J1243.2+3627,bll-bll,80.510,132.970,78.557,0.013,39.170,18.306,0.111,-0.633,0.018
4FGL J1243.5+5311,unid-bll,63.889,125.632,5.454,0.054,4.860,0.004,0.133,-0.667,0.006
4FGL J1243.7+1727,unid-bll,80.167,292.092,4.824,0.065,0.100,0.311,-0.100,-0.428,0.010
4FGL J1243.9-0218,bcu-bll,60.508,299.124,17.922,0.050,1.251,0.153,0.347,-0.259,0.004
4FGL J1244.2-4956,bcu-bll,12.911,301.741,11.025,0.056,0.100,0.680,0.045,0.237,0.006
4FGL J1244.3-6233,unid-pulsar,0.306,302.112,14.838,0.047,0.100,32.078,0.180,1.479,0.884
4FGL J1244.5+1616,bll-bll,79.035,294.202,10.054,0.060,0.100,0.215,-0.037,-0.398,0.005
4FGL J1245.1+5709,bll-bll,59.949,124.634,21.629,0.036,2.331,0.131,0.182,-0.702,0.001
4FGL J1245.3+3327,unid-bll,83.532,134.333,5.210,0.122,0.100,0.251,-0.100,-0.640,0.006
4FGL J1245.4-0701,unid-bll,55.812,300.268,4.058,0.106,1.125,0.011,0.305,-0.248,0.004
4FGL J1245.8+0232,bll-pulsar,65.378,299.610,12.348,0.120,1.239,0.309,0.957,-0.272,0.880
4FGL J1246.3+0112,bll-bll,64.059,300.003,5.002,0.095,3.413,0.014,0.622,-0.316,0.004
4FGL J1246.7-2548,fsrq-fsrq,37.058,301.611,124.397,0.012,0.292,314.023,0.252,-0.001,0.007
4FGL J1247.0+4421,bll-bll,72.751,125.556,16.277,0.034,13.218,0.120,0.216,-0.578,0.004
4FGL J1248.3+5820,bll-bll,58.780,123.717,145.046,0.010,7.512,59.826,0.094,-0.698,0.008
4FGL J1248.7+5127,bll-bll,65.660,123.958,9.931,0.044,0.665,0.020,0.047,-0.675,0.005
4FGL J1248.9+4840,bcu-fsrq,68.453,124.038,9.200,0.101,0.100,0.150,0.107,-0.697,0.007
4FGL J1249.2-2809,bcu-bll,34.719,302.352,18.894,0.036,1.554,0.212,0.046,-0.064,0.001
4FGL J1249.3-0545,bcu-bll,57.106,301.955,21.051,0.050,3.405,0.390,0.130,-0.173,0.001
4FGL J1249.8+3707,bll-bll,79.992,124.766,18.050,0.030,15.314,0.187,0.186,-0.617,0.006
4FGL J1250.2+3157,bll-bll,85.163,126.012,5.141,0.088,17.501,0.012,0.608,-0.629,0.006
4FGL J1250.6+0217,bll-bll,65.159,302.437,15.852,0.037,2.003,0.153,0.097,-0.294,0.002
4FGL J1250.8+3117,bcu-bll,85.841,124.554,14.483,0.052,1.657,0.085,0.348,-0.653,0.001
4FGL J1250.8-5424,unid-bll,8.465,302.851,7.058,0.115,0.247,0.120,0.128,0.525,0.004
4FGL J1250.9-4943,unid-bll,13.151,302.844,17.211,0.040,3.232,0.299,0.257,0.234,0.002
4FGL J1251.2+1039,bll-bll,73.525,302.799,8.150,0.054,2.594,0.026,0.259,-0.356,0.003
4FGL J1251.3-0201,bcu-bll,60.845,302.884,21.211,0.041,1.327,0.546,0.279,-0.285,0.001
4FGL J1251.3-1719,fsrq-fsrq,45.551,302.901,4.522,0.231,0.100,2.791,-0.035,-0.127,0.003
4FGL J1252.7-2520,unid-fsrq,37.521,303.293,4.596,0.184,0.293,0.198,0.548,0.012,0.003
4FGL J1252.8-3321,fsrq-bll,29.514,303.278,5.246,0.096,1.192,0.022,0.242,0.003,0.004
4FGL J1253.2+5301,bll-bll,64.109,122.316,101.985,0.012,1.575,26.533,0.173,-0.690,0.009
4FGL J1253.3-5816,psr,4.587,303.186,8.465,0.113,0.503,1.697,1.500,0.572,0.975
4FGL J1253.5-3934,bll-bll,23.303,303.384,7.531,0.038,18.767,0.065,1.002,0.137,0.004
4FGL J1253.8+0327,bll-bll,66.316,304.407,25.451,0.032,2.987,0.743,0.152,-0.302,0.010
4FGL J1253.8+6242,bll-bll,54.421,122.453,28.295,0.031,5.814,0.226,0.123,-0.627,0.001
4FGL J1253.8+2929,bcu-bll,87.571,110.335,4.508,0.082,8.503,0.006,0.236,-0.636,0.005
4FGL J1254.2-2205,bcu-bll,40.780,303.779,11.728,0.072,1.191,0.175,0.189,0.016,0.000
4FGL J1254.5+2210,bll-bll,85.002,311.225,22.536,0.032,3.277,0.290,0.117,-0.374,0.001
4FGL J1254.7-4516,unid-bll,17.593,303.536,7.969,0.058,4.917,0.083,1.930,0.094,0.161
4FGL J1254.9-7141,bcu-fsrq,-8.823,303.208,8.376,0.090,0.297,0.520,0.301,0.386,0.002
4FGL J1254.9-4426,bll-bll,18.423,303.585,10.330,0.064,0.100,0.589,0.077,0.066,0.005
4FGL J1254.9+1138,fsrq-fsrq,74.499,306.136,9.873,0.134,0.100,5.672,0.203,-0.311,0.003
4FGL J1256.1-5652,unid-pulsar,5.994,303.574,12.006,0.096,0.510,3.406,1.461,0.598,0.979
4FGL J1256.1-5919,bcu-bll,3.546,303.532,14.726,0.055,0.100,1.223,-0.020,0.799,0.004
4FGL J1256.1-0547,fsrq-fsrq,57.063,305.095,319.282,0.009,0.139,22225.513,0.155,-0.123,0.008
4FGL J1256.2-1146,bll-bll,51.079,304.808,26.823,0.020,18.399,0.776,0.061,-0.185,0.009
4FGL J1256.8+5329,unid-fsrq,63.624,121.128,5.274,0.083,0.100,1.160,0.119,-0.636,0.004
4FGL J1256.8-1333,unid-bll,49.292,304.952,4.977,0.080,0.100,0.034,0.023,-0.182,0.005
4FGL J1256.9+2736,unid-fsrq,88.682,54.580,5.560,0.213,0.369,0.052,0.683,-0.708,0.007
4FGL J1257.0-6339,unid-pulsar,-0.791,303.554,17.519,0.040,1.202,9.617,0.483,1.436,0.975
4FGL J1257.2+3646,bll-bll,80.280,116.033,25.641,0.032,2.863,0.314,0.169,-0.614,0.001
4FGL J1257.6+2413,bll-bll,86.770,329.069,6.096,0.046,68.331,0.005,0.038,-0.660,0.008
4FGL J1257.8+3228,fsrq-fsrq,84.476,108.647,48.384,0.026,0.306,3.680,0.214,-0.647,0.005
4FGL J1258.3+6121,bll-bll,55.746,121.460,10.527,0.040,4.214,0.022,0.449,-0.595,0.003
4FGL J1258.4+6554,unid-bll,51.209,121.789,6.014,0.087,0.100,0.158,-0.077,-0.541,0.005
4FGL J1258.5-3406,unid-bll,28.745,304.615,7.829,0.088,0.100,0.252,0.066,0.026,0.006
4FGL J1258.6-1759,fsrq-fsrq,44.842,305.352,28.150,0.041,0.415,3.606,0.330,-0.039,0.004
4FGL J1258.7-0452,bll-bll,57.956,306.361,8.094,0.065,14.303,0.067,0.411,-0.151,0.003
4FGL J1258.7+5143,bcu-bll,65.371,120.203,8.045,0.076,0.100,0.423,-0.100,-0.694,0.006
4FGL J1258.8-2219,fsrq-fsrq,40.513,305.193,40.926,0.023,0.182,20.696,0.210,0.088,0.006
4FGL J1259.0-8148,msp,-18.949,303.218,14.978,0.065,0.638,0.764,0.687,0.255,0.996
4FGL J1259.1-2311,bll-bll,39.645,305.224,24.284,0.036,2.965,0.778,0.087,0.102,0.002
4FGL J1259.5+2332,bcu-bll,85.979,330.486,4.465,0.141,0.100,1.378,-0.100,-0.602,0.003
4FGL J1259.7-3223,bll-fsrq,30.449,304.975,24.284,0.044,0.389,2.436,0.336,0.043,0.003
4FGL J1259.8-3749,bll-bll,25.018,304.767,20.796,0.025,0.177,0.460,0.029,0.061,0.003
4FGL J1300.0+1753,bll-bll,80.559,315.537,6.930,0.169,0.100,0.730,-0.012,-0.346,0.005
4FGL J1300.3+5353,bll-bll,63.179,120.023,4.089,0.111,1.234,0.016,1.224,-0.608,0.008
4FGL J1300.4+1416,fsrq-fsrq,76.970,312.691,19.575,0.084,0.100,6.351,0.278,-0.384,0.002
4FGL J1301.5+4413,bll-bll,72.779,116.778,9.362,0.105,0.100,0.041,-0.027,-0.621,0.006
4FGL J1301.6+4056,bll-bll,76.022,114.960,10.097,0.054,4.591,0.023,0.336,-0.615,0.004
4FGL J1301.6+0834,msp,71.289,310.822,34.500,0.039,1.106,3.323,0.811,-0.311,0.976
4FGL J1301.6+3336,fsrq-fsrq,83.154,104.762,10.919,0.090,0.100,0.327,0.207,-0.651,0.006
4FGL J1302.2-0032,unid-bll,62.209,308.723,4.881,0.165,0.120,0.094,0.254,-0.355,0.005
4FGL J1302.3+6901,bcu-fsrq,48.064,121.471,7.790,0.181,0.100,0.308,0.205,-0.649,0.006
4FGL J1302.4-3258,msp,29.845,305.605,45.477,0.025,2.197,10.675,1.144,-0.000,0.989
4FGL J1302.5-6236,unid-fsrq,0.236,304.209,4.625,0.066,0.100,2.640,0.070,1.572,0.002
4FGL J1302.8+5748,bll-bll,59.247,119.951,18.177,0.049,0.100,0.544,-0.019,-0.701,0.006
4FGL J1302.9-6349,hmb-fsrq,-0.987,304.197,7.332,0.043,0.100,27.310,-0.100,1.360,0.022
4FGL J1303.0+2434,bll-bll,86.356,349.255,53.966,0.022,0.509,6.139,0.154,-0.650,0.005
4FGL J1303.1-4714,unid-pulsar,15.587,304.996,9.479,0.079,1.995,0.178,1.107,0.229,0.959
4FGL J1303.6-4622,fsrq-bll,16.452,305.136,13.271,0.051,1.265,0.236,0.349,0.193,0.001
4FGL J1304.0-5539,bcu-fsrq,7.177,304.720,7.400,0.104,0.100,13.512,-0.053,0.578,0.033
4FGL J1304.0+3704,bll-bll,79.708,108.736,9.489,0.182,0.100,0.387,0.111,-0.624,0.006
4FGL J1304.2-2412,bll-bll,38.569,306.656,22.684,0.028,4.746,0.412,0.180,0.125,0.001
4FGL J1304.3-4353,bll-bll,18.914,305.391,56.071,0.014,8.772,12.116,0.163,0.175,0.007
4FGL J1304.4+1203,msp,74.627,315.025,11.936,0.081,1.486,0.381,1.904,-0.335,0.993
4FGL J1304.6+0539,unid-fsrq,68.309,311.862,9.017,0.141,1.243,0.067,0.906,-0.317,0.002
4FGL J1304.9-2107,bcu-bll,41.631,307.135,10.602,0.061,0.100,0.507,0.033,0.057,0.007
4FGL J1305.3+5118,nlsy1-fsrq,65.677,117.667,4.914,0.327,0.107,0.311,0.524,-0.708,0.003
4FGL J1305.4-4928,sbg-fsrq,13.335,305.271,25.626,0.026,0.100,3.558,0.087,0.330,0.002
4FGL J1305.5-6241,snr-pulsar,0.133,304.554,22.123,0.032,0.100,127.951,0.031,1.609,0.752
4FGL J1305.6+7853,bll-bll,38.212,122.061,18.140,0.048,0.192,0.175,0.091,-0.363,0.003
4FGL J1305.9+3858,bll-bll,77.773,109.537,4.722,0.140,0.680,0.007,0.121,-0.622,0.006
4FGL J1306.3-6043,msp,2.099,304.755,52.584,0.019,2.789,61.539,0.898,1.131,0.970
4FGL J1306.3+1113,rdg-bll,73.716,316.121,7.718,0.055,1000.000,0.073,-0.003,-0.354,0.005
4FGL J1306.5+1926,bcu-bll,81.569,327.946,4.280,0.051,0.100,1.256,-0.100,-0.485,0.003
4FGL J1306.7-2148,rdg-bll,40.922,307.651,15.016,0.040,2.594,0.319,0.479,0.054,0.029
4FGL J1306.8-4035,msp,22.177,306.089,24.882,0.045,0.345,3.240,0.320,0.145,0.065
4FGL J1307.1-0344,bcu-bll,58.890,310.523,5.645,0.072,8.530,0.017,0.450,-0.275,0.004
4FGL J1307.6-4259,bll-bll,19.778,306.079,46.387,0.014,15.776,4.724,0.062,0.139,0.010
4FGL J1308.1-3801,bcu-bll,24.737,306.548,5.045,0.072,88.100,0.015,0.117,0.058,0.006
4FGL J1308.4-6706,bcu-bll,-4.291,304.589,17.821,0.036,0.625,1.769,0.252,0.735,0.001
4FGL J1308.5+3547,fsrq-fsrq,80.605,101.222,43.740,0.050,0.490,2.997,0.420,-0.666,0.005
4FGL J1308.7+0347,unid-bll,66.291,313.754,10.867,0.065,1.609,0.081,0.438,-0.325,0.004
4FGL J1308.9-5730,unid-bll,5.288,305.288,6.747,0.077,2.089,0.136,0.635,0.600,0.058
4FGL J1309.1-6223,unid-pulsar,0.406,304.980,13.933,0.079,0.811,37.083,0.961,1.546,0.995
4FGL J1309.3+8035,unid-bll,36.510,122.023,5.174,0.234,0.100,0.396,-0.100,-0.392,0.006
4FGL J1309.4+4305,bll-bll,73.630,111.193,57.858,0.016,5.365,3.866,0.173,-0.572,0.006
4FGL J1309.4-7915,unid-bll,-16.411,303.808,5.788,0.092,6.021,0.017,0.268,0.123,0.004
4FGL J1309.6+3718,bcu-bll,79.116,103.362,6.400,0.052,1000.000,0.100,-0.046,-0.621,0.005
4FGL J1309.7+1153,bll-bll,74.174,319.574,19.134,0.043,0.328,0.490,0.119,-0.289,0.005
4FGL J1310.1-0450,bcu-bll,57.709,311.692,4.427,0.146,0.100,0.390,-0.017,-0.257,0.006
4FGL J1310.2+6219,unid-fsrq,54.669,119.162,4.069,0.230,0.100,0.211,0.247,-0.649,0.006
4FGL J1310.2-1158,bll-bll,50.632,310.213,15.775,0.032,2.562,0.165,0.057,-0.248,0.002
4FGL J1310.5+3221,fsrq-fsrq,83.332,85.680,53.728,0.018,0.112,72.697,0.135,-0.646,0.008
4FGL J1310.6+2449,bll-bll,85.118,5.946,13.470,0.042,1000.000,0.184,-0.032,-0.641,0.005
4FGL J1310.7-5553,bcu-fsrq,6.883,305.655,6.111,0.124,0.580,0.686,1.190,0.532,0.022
4FGL J1310.9+5514,fsrq-bll,61.657,117.082,12.800,0.059,0.100,0.803,0.046,-0.584,0.005
4FGL J1311.0+0034,bll-bll,63.027,313.767,13.438,0.045,0.100,0.381,-0.038,-0.357,0.006
4FGL J1311.0+3233,fsrq-bll,83.108,86.063,11.453,0.044,1.298,1.187,0.515,-0.650,0.006
4FGL J1311.7-6617,unid-bll,-3.506,304.970,6.007,0.094,0.130,0.484,0.173,0.800,0.005
4FGL J1311.7-3430,msp,28.174,307.688,121.570,0.013,0.764,227.962,0.411,0.011,0.969
4FGL J1311.8+3954,bll-bll,76.545,105.889,6.535,0.066,3.458,0.005,0.057,-0.649,0.007
4FGL J1312.3-6257,unid-pulsar,-0.186,305.309,11.079,0.098,0.100,24.359,0.174,1.485,0.383
4FGL J1312.4-2156,bll-bll,40.671,309.359,48.618,0.021,2.198,7.595,0.264,0.048,0.006
4FGL J1312.6-6231,unid-pulsar,0.243,305.372,10.652,0.101,1.954,5.924,1.024,1.516,0.994
4FGL J1312.6-1900,bcu-bll,43.570,309.854,6.519,0.072,1000.000,0.033,0.008,0.001,0.005
4FGL J1312.6+4828,bcu-fsrq,68.263,113.396,64.325,0.015,0.462,7.886,0.120,-0.662,0.016
4FGL J1312.7+0050,msp,63.220,314.828,48.594,0.024,1.276,17.535,1.001,-0.353,0.997
4FGL J1312.8-2350,bll-bll,38.766,309.205,22.007,0.023,17.677,0.671,0.183,0.139,0.011
4FGL J1312.8-0425,fsrq-fsrq,58.030,313.058,49.873,0.037,0.420,11.675,0.366,-0.281,0.007
4FGL J1313.2-4437,unid-bll,18.075,307.012,4.945,0.101,6.002,0.008,0.164,0.144,0.005
4FGL J1313.6+0159,bll-bll,64.306,315.846,4.690,0.123,0.100,0.207,0.116,-0.357,0.005
4FGL J1314.1+6854,unid-bll,48.081,119.872,4.417,0.051,1000.000,0.312,-0.044,-0.654,0.006
4FGL J1314.7-0901,bcu-bll,53.401,312.613,5.819,0.064,13.952,0.020,0.350,-0.233,0.005
4FGL J1314.7+2348,bll-bll,83.782,1.995,46.236,0.022,2.069,2.237,0.159,-0.691,0.003
4FGL J1315.0-4236,bll-bll,20.048,307.558,18.641,0.022,319.639,0.731,0.072,0.191,0.008
4FGL J1315.1-5333,bll-fsrq,9.142,306.500,31.435,0.038,0.385,12.086,0.293,0.702,0.006
4FGL J1315.4+8453,bcu-bll,32.212,122.300,6.426,0.136,0.100,0.130,0.147,-0.040,0.005
4FGL J1315.5+1135,bll-bll,73.464,324.133,11.937,0.050,9.681,0.103,0.320,-0.322,0.002
4FGL J1315.7-6220,unid-pulsar,0.393,305.747,5.661,0.118,0.320,11.417,0.542,1.428,0.774
4FGL J1315.9-0732,bll-bll,54.821,313.515,19.536,0.027,4.824,0.351,0.299,-0.215,0.001
4FGL J1315.9-6349,bcu-fsrq,-1.086,305.633,6.356,0.094,0.100,17.868,-0.017,1.328,0.135
4FGL J1315.9-6243,unid-pulsar,0.014,305.742,8.989,0.103,0.599,9.653,0.485,1.474,0.962
4FGL J1316.1-3338,fsrq-fsrq,28.954,308.798,58.689,0.019,0.102,25.707,0.123,-0.005,0.009
4FGL J1316.5+3013,bcu-bll,83.677,63.741,4.755,0.074,5.073,0.009,1.327,-0.663,0.019
4FGL J1316.7+2054,bcu-bll,81.512,347.188,4.503,0.073,0.100,0.306,-0.100,-0.407,0.006
4FGL J1317.1+6613,bcu-bll,50.702,118.848,6.021,0.092,0.100,0.177,-0.086,-0.657,0.005
4FGL J1317.5-0153,unid-pulsar,60.304,316.168,9.115,0.129,1.494,0.156,1.454,-0.344,0.968
4FGL J1317.5-6316,unid-pulsar,-0.555,305.859,21.679,0.046,1.516,28.404,1.189,1.369,0.995
4FGL J1317.6+3428,fsrq-fsrq,80.762,87.125,18.099,0.067,0.100,2.072,0.132,-0.675,0.007
4FGL J1317.6+7450,bcu-bll,42.172,120.624,7.149,0.082,1.866,0.012,0.401,-0.537,0.004
4FGL J1318.1-3937,unid-fsrq,22.950,308.507,5.837,0.191,0.100,1.415,-0.046,0.148,0.004
4FGL J1318.1-1740,bcu-bll,44.728,311.904,7.122,0.121,1.290,0.064,0.431,-0.044,0.007
4FGL J1318.2+6754,bcu-fsrq,49.013,119.099,10.682,0.071,1.772,0.030,0.391,-0.618,0.010
4FGL J1318.3-1148,unid-bll,50.518,313.339,4.717,0.221,3.179,0.021,0.145,-0.251,0.004
4FGL J1318.5-6352,unid-bll,-1.157,305.909,4.490,0.087,10.117,0.142,0.449,1.223,0.009
4FGL J1318.7-1234,bcu-bll,49.740,313.285,20.694,0.039,1.412,0.418,0.185,-0.228,0.007
4FGL J1318.8+2534,unid-fsrq,83.656,20.238,4.471,0.310,0.100,0.694,0.214,-0.665,0.006
4FGL J1318.9-4556,unid-bll,16.659,307.925,5.756,0.063,0.100,1.333,-0.015,0.186,0.003
4FGL J1319.5-0045,bcu-fsrq,61.305,317.672,11.468,0.051,0.100,0.660,0.086,-0.377,0.006
4FGL J1319.5+1404,bll-bll,75.384,331.033,11.629,0.055,5.854,0.060,0.276,-0.356,0.002
4FGL J1319.8+7759,bll-bll,39.035,121.032,20.717,0.037,0.100,0.168,-0.016,-0.427,0.005
4FGL J1320.3-6410,unid-pulsar,-1.477,306.076,6.611,0.135,1.123,2.194,1.429,1.180,1.000
4FGL J1320.7+3314,fsrq-fsrq,81.206,78.698,7.236,0.115,0.261,0.121,0.403,-0.628,0.002
4FGL J1321.1-6239,unid-pulsar,0.016,306.336,8.323,0.139,0.758,5.668,0.528,1.500,0.987
4FGL J1321.1+2216,fsrq-fsrq,81.688,358.875,57.503,0.024,0.100,24.487,0.139,-0.574,0.007
4FGL J1321.3-2641,fsrq-bll,35.694,311.157,6.691,0.089,0.100,1.228,-0.100,-0.068,0.003
4FGL J1321.9+3219,bll-bll,81.586,72.951,9.453,0.249,0.100,0.051,0.036,-0.613,0.007
4FGL J1322.0+8317,fsrq-fsrq,33.780,121.860,10.236,0.056,0.412,0.110,0.265,-0.085,0.005
4FGL J1322.0-4624,unid-bll,16.131,308.417,4.356,0.069,2.750,0.044,0.945,0.176,0.004
4FGL J1322.0-5921,bcu-bll,3.282,306.833,4.269,0.152,3.196,0.041,0.368,0.878,0.002
4FGL J1322.2+0842,fsrq-bll,70.191,325.910,11.242,0.054,1.417,0.088,0.193,-0.332,0.001
4FGL J1322.3-0606,bcu-bll,55.935,316.741,13.016,0.054,3.285,0.119,0.636,-0.269,0.006
4FGL J1322.6-0936,fsrq-fsrq,52.493,315.635,22.636,0.040,0.115,7.172,0.327,-0.203,0.006
4FGL J1322.6-1418,bcu-bll,47.876,314.251,5.417,0.079,3.010,0.012,0.244,-0.117,0.005
4FGL J1322.6-1617,bcu-bll,45.924,313.745,7.727,0.054,3.557,0.040,0.341,-0.104,0.002
4FGL J1322.9+0437,bll-bll,66.280,322.785,8.755,0.057,6.347,0.063,1.081,-0.297,0.002
4FGL J1323.0+2941,bcu-bll,82.596,54.994,45.220,0.019,0.284,3.694,0.103,-0.629,0.003
4FGL J1323.9+1405,bll-bll,74.919,334.691,20.234,0.029,8.605,0.429,0.267,-0.338,0.004
4FGL J1324.5-2338,unid-bll,38.607,312.654,5.870,0.040,1000.000,0.280,-0.100,0.041,0.006
4FGL J1324.6-2525,unid-bll,36.847,312.303,4.357,0.072,0.100,0.073,-0.100,-0.055,0.005
4FGL J1324.9+4748,fsrq-fsrq,68.308,107.576,13.005,0.155,0.100,2.667,0.104,-0.674,0.005
4FGL J1325.3+6621,bll-bll,50.418,117.605,4.606,0.070,0.100,0.013,-0.086,-0.605,0.007
4FGL J1325.3-5413,unid-pulsar,8.309,307.933,14.422,0.053,0.589,1.486,0.600,0.556,0.980
4FGL J1325.4-4706,unid-fsrq,15.361,308.921,5.111,0.121,0.669,0.267,0.778,0.215,0.379
4FGL J1325.5-4300,rdg-bll,19.418,309.529,77.715,0.017,0.100,1749.145,-0.077,0.165,0.147
4FGL J1325.6-0227,bll-bll,59.288,319.850,6.431,0.086,5.337,0.036,0.745,-0.275,0.002
4FGL J1326.0+3507,unid-bll,79.119,82.315,13.985,0.090,1.287,0.081,0.303,-0.708,0.002
4FGL J1326.1-6800,bcu-pulsar,-5.349,306.185,6.335,0.237,0.458,1.061,1.388,0.598,0.983
4FGL J1326.1+2933,bll-bll,81.989,52.574,8.781,0.055,0.100,0.041,0.005,-0.606,0.005
4FGL J1326.1+1232,bll-bll,73.289,333.789,5.308,0.065,8.237,0.019,0.834,-0.300,0.004
4FGL J1326.2+4115,bll-bll,74.163,98.309,9.987,0.141,0.100,0.292,-0.039,-0.669,0.006
4FGL J1326.6+0152,bcu-bll,63.380,322.885,4.923,0.088,19.639,0.011,0.202,-0.324,0.007
4FGL J1326.6-4729,glc-pulsar,14.958,309.078,25.885,0.028,1.392,10.017,1.022,0.239,0.998
